Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Month_August,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Occupation________,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
39,220858.62176347926,8039.258229427771,3,1,34.52506283751291,39,36,-7456.96756748002,5,67019.44551946156,88.62541594240818,15,3950.8005546476847,116.20226876756634,-2038.5131390377019,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
27,220969.18529082657,4526.155508924825,1,4,19.232354535444532,35,23,-11897.708919522247,4,49570.40646471905,84.30554554543446,22,7701.393874033502,499.2410357428457,-7292.062552354622,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
21,175460.0606389096,6818.785336554946,5,4,39.013394960058775,15,15,-12716.224325391402,4,59400.62981776659,81.85351612454292,24,4871.588771017745,126.42651482406653,-7407.718011979445,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
39,244486.13186758026,2953.2044081238414,5,2,10.714545254022058,42,38,8770.572131787972,8,63619.54368967426,85.25807558739174,22,9875.695776048342,914.5012290591698,-6980.492889989951,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
35,260334.92975151204,12710.15159054058,2,2,24.43600288344663,52,28,-19484.899373069886,4,50932.988271649905,85.90392944708066,16,8586.203352679215,504.3715540667838,1816.4863036302886,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
29,194941.61435856827,4614.970105168481,4,2,18.108548150268867,27,32,-10480.37623221862,5,15207.025771646497,99.65928310673044,32,2725.148908857801,877.7376155668613,-4594.11623940153,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
19,204733.79069085844,15621.181636261286,4,3,32.19641349540623,44,20,-21466.239457434844,4,61092.58752367317,96.69010065032501,18,5620.173341606588,219.374400424847,-4375.4841204784625,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
27,120721.47744659129,5927.1495730034985,4,4,34.156698562236066,24,24,-17128.433979831876,9,45777.2331139754,81.56914121074315,19,7338.010017520081,654.159240111255,-4670.613013853373,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
21,273717.30017637997,16363.578428087347,4,3,34.67177582553481,59,34,635.7349808167564,8,27989.191493685063,94.96899694861683,24,3996.633670698017,270.175848481619,-8085.990992001511,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
31,56051.51110563245,5417.875752065619,3,4,18.907121669040713,36,11,-22107.980274418936,6,90685.73840670445,91.27860410049253,31,2510.5237367510963,559.5478650652803,2767.5330173707753,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
33,137150.61736071142,14984.598146623375,1,3,18.22421608336723,43,39,-2940.620722578711,9,76246.04696915702,84.56951146925798,16,4964.527923765723,867.9637931829146,-1465.8335991742115,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
32,230450.105387464,7995.3442332535515,1,2,30.308071578353697,19,31,-24814.222397588193,8,35566.142263517555,94.93154309972,25,2114.611043248642,285.79615840289273,4922.799719365576,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
25,70022.37741779031,12496.15990800215,3,3,37.84553093749624,22,39,-22377.090161302825,4,58506.14583374101,80.60357370049651,13,3120.8969357183273,470.64567368768905,-2240.064858538417,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
31,95792.38185707315,2695.9126577912916,2,1,17.626156467582952,25,16,-29076.267614019205,3,96680.18536533714,94.63061389903031,28,7481.780317287451,513.5735905018125,338.3238567816479,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
25,197321.43196571278,10914.399818376634,1,2,37.31799098214314,40,16,-4781.416510530078,8,32091.541473201894,97.90575939373063,9,4647.687562323981,617.4224664419285,2148.2541592112757,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,189998.4178658895,4676.382104637138,5,1,27.743841792437998,33,17,9612.819507895518,6,95264.60316304943,97.65225074812962,20,4949.794169951408,799.1384785726837,2251.2332659551194,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
33,234732.07403273875,10753.764090482477,1,1,32.138140658061126,33,18,-3740.986332366494,9,71502.52106377555,95.44681339800727,27,6661.462153269852,121.61063129857763,-3424.976602928341,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
30,253153.15977204297,4544.464355950695,3,2,23.196762145234587,44,8,6932.8490425938435,3,58675.298225568076,98.69461517183642,30,4431.663030806963,535.6843634029026,-4293.828940635264,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
35,82144.89462791728,9867.604162508676,2,1,34.205716649683154,50,24,-8943.683751352935,8,98488.69232663978,94.14655154926314,24,5010.497611941914,142.01507648254753,-7783.602569820487,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
32,54595.24744381051,3991.1747641811908,1,1,39.1147867829624,56,14,-2788.5431661412877,8,40033.797528469135,93.7345611501015,34,7785.187574722512,180.71655839633894,1541.0117565759865,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
38,222409.62991472654,5959.127319217324,3,4,15.117271941689323,23,18,7021.318610201008,3,35040.80686929582,80.52387559235575,29,5716.190355865125,491.5423423618911,-610.8585637496308,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
30,125347.9489415898,12711.420839069386,5,3,21.56678275000748,21,20,-26551.239423398176,9,40563.394755270056,83.48375924604474,28,8523.342149175189,83.14100297159077,-7442.505780720656,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
26,206495.9784794884,19579.89146978256,4,1,35.87369938186701,32,35,-6102.516102340778,7,77577.25617116877,95.6285738251484,24,6939.857719725729,87.35259249332638,-2549.8694010644003,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
32,87636.14701555617,10085.325831055496,5,3,15.300186426617802,23,13,-6978.840982898731,7,40330.589267699674,99.95005469294686,8,5168.704513549585,179.2094665791304,-1453.0186473085305,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
