Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Month_August,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Occupation________,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
27,138009.72910846278,9201.22688572868,2,2,12.306118412886761,0,2,-735.1886665006571,0,5614.380064622664,19.308160387526723,76,1360.6509864147624,2265.7935409846486,6122.856663785113,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
46,169386.97136302345,9270.187521792614,3,2,14.523443218306525,0,1,4885.004093518296,2,9809.393457488233,13.949376482613525,177,713.4477740364329,650.9868850685132,9337.26328504483,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
26,121261.84700753658,10202.634488133077,3,2,13.86245740636963,0,0,3620.355181641862,1,1827.1639325951837,11.137552043740904,148,1388.7117579403846,544.938325533065,3762.6091694013685,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
48,168994.71150481026,6219.972781431905,4,2,13.552491781696736,2,1,4868.280211939515,0,5611.608774154565,25.05431021680264,53,362.27108548753455,2314.8409508032582,3937.6735415042576,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
54,103982.38966318322,7600.326229620444,2,1,8.915481298170102,0,2,-48.360465721723585,1,9001.315608220006,18.323030180172623,184,611.127207398786,4520.941941750081,6341.4290567964745,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
26,190814.01907456384,9638.849434625936,4,2,8.862123366889145,2,2,1242.734377893058,2,395.6629499428821,11.022169865034202,124,77.47910130440505,3702.5548082526448,6567.394149603269,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
45,130089.26607486515,14303.79462687914,4,3,12.412028398422075,0,2,3660.850827895667,0,4976.991477030869,15.652568051294391,102,681.4026185765075,3066.1215598726035,3534.5545928889087,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
57,139392.19261889215,10712.310941462621,4,1,5.837490062477784,1,2,1863.2363124167168,2,2130.0035582545174,18.894837889308405,116,0.7439184391953013,3658.2011250624437,6152.771675240212,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
36,54704.23532068826,6997.398694664515,4,2,8.222144546310911,2,0,484.7442282034199,1,9582.406001982275,18.87892965494333,50,475.3216944235987,1253.099620337868,9292.805498963668,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
46,75540.37056928914,3125.6228797980316,5,2,14.322238378405713,0,0,-891.0138404020447,1,6654.090167256831,18.94332980077426,49,1072.6701678853433,1846.4520065054842,6671.9376919434435,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,144940.0820706567,14779.987799158867,3,3,9.50101225798754,0,0,1932.3564549806692,2,2729.3152240001596,9.227685612352058,199,1086.2216129356968,4058.627323143892,8281.594104856991,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
51,112980.55576734069,8915.814693820746,4,1,7.698982491741388,1,2,2188.7114499368017,0,9898.383147255176,18.871580546950607,178,641.68069757121,548.2430975778844,8194.076912619767,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
52,126224.56856872622,14261.941899969252,2,2,9.764522018173427,1,2,3045.235206244055,0,2182.762054344869,13.643705953085611,121,19.43865861533145,1870.9115581564297,5085.041345907932,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
40,59445.71131005506,9592.142806020634,3,3,7.885896107648337,1,0,3533.6801395690345,0,3310.0943974509423,19.17717874564451,163,196.49835744030642,4780.707037174088,8303.67143734425,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
39,175120.28576155764,10265.578322667465,4,1,12.68260892125404,0,0,-1173.2391816978175,1,6751.518349523967,21.662206848726903,112,363.1038198121176,3249.165705424933,8628.939021695202,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
27,167675.84034443257,11542.947070847666,4,1,13.506050869143863,1,0,2395.671801325062,2,5675.0564435174465,10.76163508431257,51,24.684468093461696,3791.6110369842377,5393.601920832033,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
31,77803.09635827743,6851.708803972867,2,2,12.82658247295111,1,1,3470.088801018117,0,8244.781356060563,8.015407664635326,180,325.53004068275914,2280.598564694375,8290.746820488224,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
45,145149.40358860692,11387.807528100415,5,3,6.490470567559715,2,2,723.0400585325638,0,6693.0478588729,20.109956787717117,169,785.4026066392225,965.072424626842,9946.828215101345,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
33,172747.28174814075,9321.502918216604,2,3,8.360571656623364,2,0,-71.02906972514234,0,5781.8081996593555,22.325364729069353,72,188.5828266321168,3570.3077951997843,7043.330431182376,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,146128.12046234,11069.75939499008,5,2,7.139710199931145,2,0,1357.5883215413278,0,3355.18999739295,26.648165740476173,191,1299.426963350233,2409.2503822555454,3990.9632623629063,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
28,96559.71429437672,13029.99913091808,5,2,5.42799118806585,0,2,170.60621327184936,0,2958.266459719918,11.150040949797894,235,89.9710052097893,1147.2814800815763,8706.353187879395,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
49,148416.67257172507,5210.749563263807,5,2,12.391754246755987,2,1,1568.9837283515817,2,979.592082635089,8.098495072372405,187,1163.7991377968785,4534.551412230808,2959.739644175338,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
38,81569.26215248184,10362.610924029115,4,3,9.283595814229034,0,2,159.45153777729365,1,4029.4758827858655,29.336501390614927,231,669.4376590209417,1632.6860247236489,6003.274392058132,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
33,97738.24959191313,3625.335943318039,4,1,7.766230886479808,1,0,958.9112874644175,2,7891.6484724117245,6.0003081426452844,131,919.2710198787046,2068.2027716959083,9182.6811400171,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
50,86010.4479660768,4225.381067388443,5,2,8.075275081915887,0,0,4405.968288701422,1,2845.0662940747306,15.404493273307983,151,725.1949628234647,1441.0203890842627,7184.7497299065935,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26,133538.76535853097,11095.130828827045,5,2,6.350164637107696,0,1,4416.239431965931,1,8811.246868507913,17.33495105546549,102,642.2923814377391,2263.862665254431,9776.834762797116,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
44,66233.99701483229,3851.2518216998333,4,1,13.2676063342291,1,1,4945.252479943363,2,8013.566857517487,22.768654791892732,73,1020.5041871481216,3250.5729270425772,5141.970835500868,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
52,189996.5570522508,10144.293357767687,5,1,6.4392448583868935,2,2,1402.8637982570099,1,9976.304671809563,25.281647914666074,93,340.6902816701804,1431.9315481722701,6220.770342438511,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
31,100026.85304943002,5640.151183816625,4,3,8.383162873975524,2,0,-823.7283357258689,1,7258.007789705332,18.940347015903754,126,730.1539827419373,2115.457131048116,4915.785392277493,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
32,82845.5190658702,6649.017942140976,5,2,5.073879343374436,2,1,4223.186471099033,1,492.32653112005534,5.721731004198379,58,1211.0501675758094,560.5048317558346,7231.231814936076,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
59,124482.47204027469,4555.638025769116,4,3,9.364115302480648,1,0,2177.9030143382715,1,5934.211078393498,29.95369508881294,55,232.71364328678433,1217.6379824341423,4432.859721218576,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,91549.67276820741,5984.0098340740715,2,1,8.548005697628888,0,1,3234.0405924618262,0,3017.760503947874,20.994682951491004,102,139.09600258982863,4581.076692089935,4169.6511501341865,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
41,130235.61295739665,12855.501417831936,5,2,12.191020069698538,1,1,-861.8406514676758,2,9485.29565842585,25.789458753964055,118,905.4204450522224,3359.060130113894,7914.546785551283,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
28,102276.37246731282,10666.54086727833,5,3,12.153136317474958,1,0,237.88718626773743,2,7120.688353248351,15.364171341457237,75,1445.3692724330413,2768.600516545816,9804.202211805085,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
26,69810.02161535612,14397.117536554257,2,3,5.386312319460428,1,0,-73.47383762223126,0,7827.556367205236,6.305725812516179,161,643.8170362276306,2816.6959151748606,3369.0639786964393,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
30,89884.2863040893,3584.9382642450632,3,1,6.158639214879013,1,2,1918.2935788937743,0,5613.517822802016,7.066954870930099,36,1221.939795959488,3389.386777697238,8986.840582355122,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
28,115765.97674422878,12508.943966208824,5,2,14.046260066345376,0,2,4980.226838660669,0,9669.756819357,24.277355087810612,184,705.352383764615,1447.7077975572474,9491.518061796265,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
53,54543.983971943846,11388.926199353094,3,3,12.917983307836263,2,2,2286.4408693278547,2,1706.3539576012988,10.313126981060492,85,351.98026505077326,653.0887646856154,8155.550225640464,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
42,165596.3790522143,6130.707662370432,2,3,8.894848922356749,2,0,2010.046085115559,0,3892.9258231975195,26.408100184115735,45,727.6008729666812,2345.8219933863757,5153.24985461218,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50,143273.68468856235,11750.000433727015,5,1,6.663744837431763,1,1,3313.5784931946455,2,5000.484297060472,11.309513817454167,65,662.8327717376578,4591.029097715746,2498.7449797329964,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
58,140203.94109175313,11598.582598975443,3,2,7.607812868255164,0,2,301.7062683218933,0,5533.964195943074,11.479655222497293,64,378.5602319914807,2798.0406477638685,2240.4595149534634,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
34,131907.4897824149,8512.142436704926,5,1,11.580266834882739,1,0,-227.66094568451308,2,7763.683491133848,7.446559705397677,38,529.6973194502082,4472.287600544378,6764.473323483633,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
38,138546.97584876028,11263.675426244507,5,3,14.45492986171422,0,2,3866.309187558498,1,7285.084822036607,8.511337100182244,175,588.1410816391393,1066.96591327485,8305.3129404846,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55,190197.79290608308,8334.970836180782,4,2,11.157380830413778,1,2,4723.860927326826,0,547.4299104082247,8.17946900617851,128,1288.9359241412478,1730.695981626321,4438.241818515621,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,51285.3816216111,7026.547152694466,3,1,5.264456018484323,2,2,949.8514965921963,1,7237.376002792757,6.054387571456095,232,461.2233497379262,3381.041977137996,5559.897213354541,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,57169.95644866239,8597.891524042994,4,2,11.507181271207005,2,1,-1711.1485392305997,0,2623.4317849307963,10.920162007524535,79,1387.7275931370739,605.5793407720121,4005.442900492584,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
38,78724.01148962034,13741.553777913496,4,2,14.447516429014483,1,0,-745.8749462742103,2,4160.889918743263,5.5621461324090165,112,20.24018335298583,1176.3334674371547,8498.219527137568,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,75095.20699897251,7615.005514322618,3,2,8.586410121533454,2,1,3998.8692800505114,1,4501.847171680831,22.587856195283493,38,192.59260669155697,996.4148752994897,8398.060244709104,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
45,77179.1689203774,7844.258129479967,3,3,14.335556789849162,1,2,-1148.4867150653226,1,6935.703140622899,20.406567232236043,181,40.61884780066921,2827.2444617419173,7869.594665215844,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
40,150791.58287729754,10300.838731464602,4,2,11.706198252166967,0,2,3341.043529432138,1,6813.069002751213,9.304649615891664,93,1151.51351817432,4466.831582211866,8769.936796919927,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
42,118922.4951575248,12035.993705203457,5,1,6.898354826378041,0,1,2341.7146850743884,0,3784.8358398525193,26.55403590455715,107,186.82829921738653,514.3685692764441,3240.902940898569,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
48,198766.83175020397,11815.450323733878,5,2,6.453055871060242,0,2,3087.1313679302975,0,8132.34821734523,12.141766054015141,202,861.1174032378649,751.7872688018547,5567.525488490572,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
50,84032.88722044173,3237.584761417887,2,2,6.762995986912994,0,2,-203.86616248521364,0,1214.8436549164999,18.39193790914667,92,1166.82616070818,3486.8918496617634,8525.860004614087,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,96624.5151541242,11248.983996226238,5,3,11.99224574530841,1,1,-1871.6904343748213,1,2327.196095456713,25.27555555744501,178,734.040095843446,2158.1315539022135,9647.490895355937,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
53,197636.10752024734,8406.648577187123,3,1,10.89521286289382,2,0,-1721.71893302069,2,4246.957887007625,14.22927183281002,52,146.90055273593018,4520.203417003025,8445.966018924919,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
39,174763.72112033702,9289.07961065349,3,2,9.555435709965128,0,2,3073.9477698966066,1,2188.5366373605407,11.276038554298536,132,1256.1664223589628,2920.3817897547005,9148.270393960756,2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
25,120469.88310177991,9739.96004331575,2,3,7.633547283820791,2,2,2293.7820323207006,1,9275.843122691776,26.516782469157285,51,309.3335914518324,768.3135048014087,2155.7885244631398,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
49,133189.53283189845,11780.635405299185,3,3,14.072312079911317,1,0,3883.171947038575,2,9277.987225738509,6.851436858488508,77,141.64363854460544,531.1376387669301,8063.172932039461,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
31,176476.6880979261,12975.995803299757,4,2,7.137434952329473,2,1,794.7313680228604,2,1706.0660946351968,21.260936126483607,135,1151.3007877023967,2476.056774205492,3127.095608704946,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
33,122147.0369069492,10755.131335586833,2,2,7.836062178559891,2,1,1888.8594429498062,1,4132.381505812302,25.96655561560982,99,41.855016467845005,2287.0996256651374,7948.64447258908,2,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
48,80903.55853731265,9766.886649672015,2,2,5.549181466535625,2,2,3484.5400159697556,1,9920.013828871495,22.754574525610284,155,926.6787329675175,2666.109838549613,2573.941845570425,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
25,174266.68078315782,7485.231057752422,5,3,7.753253038807486,1,2,1476.5541428439005,2,194.1828441066862,14.356141461282204,39,630.5734724248931,2433.2320124865196,4360.556806717777,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
32,130665.87369134651,4654.5386307833705,5,2,14.228976767154043,1,1,4953.439658721821,1,432.93375687923685,28.770342496413658,185,651.6000578763865,3208.4720023543036,7462.409063006692,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
48,72956.3895745732,14502.932179738367,4,3,6.876040232554999,1,2,3200.242026581731,1,8429.284079053803,8.396205569099834,152,1206.6505368601522,4553.432812815918,3549.209422204279,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
35,125837.87467765964,8542.107507903691,4,1,7.0396287461771525,2,1,2783.173082723536,2,3821.7626070600054,22.788247608306627,157,70.04419674725759,3902.0769694802248,8277.436140032307,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41,111980.50708952881,9794.546933968719,5,2,10.99977396456791,0,1,3610.7253170851573,0,7307.4618015527485,22.952021454355606,105,1112.471860372033,2881.3337892396457,2711.135089261572,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32,181526.37978226368,12012.877673237006,5,1,10.669534905274363,0,1,3440.331398162436,1,6182.064713355424,20.30867640294221,232,1058.228824933494,2873.677749044004,8627.72824472397,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
59,68908.31470410552,3820.9258197579497,4,1,6.759585536307656,2,2,-462.1332610609172,1,6943.198948640422,17.140507470449442,155,1333.9860783619622,4922.980572363732,6560.010627214669,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
59,181281.47066720383,13260.132108044778,5,1,6.542648689293014,0,1,-527.3123965977043,0,1973.9711432215302,28.807784635585254,178,865.7377260293987,4738.243491495894,2148.474432760202,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57,126831.65252154271,12564.308920108888,2,3,6.169769633679792,0,0,2242.519853694257,2,5470.902038731931,16.65882571257904,64,240.14570113557227,1207.365833895441,4030.346687519649,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
29,110654.66449717214,12293.142982918092,4,3,13.610854815122845,2,0,1052.3374451051882,0,6463.161504980968,13.327379623474993,150,69.73280870009168,3363.5656157662993,5859.581675511012,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
52,74295.07766044105,3263.7924808129005,5,3,11.544352210038682,1,1,4101.036230164612,1,5521.643914443869,17.872877224326203,118,663.022118868575,1903.2305013612026,7141.495216537718,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
31,155122.6943958019,9318.22621692497,3,3,14.534456718542332,0,0,30.71619138799133,0,9446.919638908394,25.023324995514347,102,1080.3115606940723,1397.4057469052568,7390.443401048808,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
33,189021.00636650607,3651.2204487892423,3,1,6.65833519505092,1,1,316.0161257633049,2,162.8671491338718,9.075355864764798,223,63.45801035795662,4740.165454220559,9159.945817889908,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
32,106306.60308489797,9610.470946167494,4,3,9.606036258817001,0,2,-835.8037606770804,1,2146.92602327344,14.262605566255067,67,372.36955947991487,886.8007505714854,5505.187425027878,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
36,86237.75010062501,11621.379915066269,3,1,12.430463946520506,2,2,4872.19378800813,0,736.2652258867008,19.141635134792338,68,1156.179562034813,622.8182406888255,2100.514187530604,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
